delta_pct,title,relevance_score
7.3923,Cyber Attack Rumors Swirl as NASCAR Faces $4 Million Ransom Demand,0.9165
7.3923,Critical Fortinet FortiSwitch flaw allows remote attackers to change admin passwords,0.8773
7.3923,The US Treasury’s OCC disclosed an undetected major email breach for over a year,0.5834
7.3923,"Buy or Wait Guide: How Tariffs Will Change Tech Prices and What to Do Now, According to Experts",0.9108
7.3923,WK Kellogg Confirms Data Breach Tied to Cleo Software Exploit,0.9088
